0,"1
Brodie Smith",18,13.3,11,7.4,29,20.7,6,4.3,0,0,0,0.6,3,0.7,2,2.3,2,0.3,1,0.5,106,77.4
1,"1
Matt Crouch",12,11.4,17,16.3,29,27.7,4,3.4,0,0,0,1,1,1,4,4.5,1,0.2,0,0.1,101,94.5
2,"3
Rory Laird",13,13.2,13,14.2,26,27.4,7,6.7,0,0,3,1.1,0,0.5,2,2.1,0,0.1,0,0.1,97,96.6
3,"4
Scott Thompson",12,11.6,12,12.3,24,24,4,3.3,0,0.1,0,1.4,1,1.4,8,7.2,0,0.2,0,0.1,101,96.6
4,"5
Jarryd Lyons",14,12.1,9,9.6,23,21.7,2,3.3,0,0.1,0,0.7,0,0.6,9,4.7,1,0.8,3,0.7,111,88.4
5,"6
Brad Crouch",7,9.7,15,13.3,22,23,0,1.6,0,0,1,0.9,1,1.3,5,6.4,0,0.3,0,0.1,69,84.8
6,"6
David Mackay",10,10.4,12,9.4,22,19.8,3,2.6,0,0,1,0.5,0,0.5,3,4.3,0,0.1,0,0.6,76,75.3
7,"8
Rory Sloane",9,11.8,12,13.4,21,25.2,7,3.8,1,1.5,0,1.3,1,1.2,2,7,1,0.6,0,0.4,84,104.9
8,"8
Tom Lynch",12,12,9,7.4,21,19.5,5,6.5,0,0,1,1.1,0,0.5,3,2,4,1.8,0,0.9,106,89.8
9,"10
Taylor Walker",15,10.2,5,4.2,20,14.4,11,6.7,0,0,2,0.9,2,1.1,1,1.5,2,2,3,1.6,103,76.6
10,"10
Richard Douglas",12,10.2,8,7.5,20,17.7,1,3.2,0,0,0,1,0,0.8,3,3.9,0,0.8,0,0.7,67,74.8
11,"12
Rory Atkins",11,10.9,7,9.6,18,20.5,6,4.3,0,0.3,0,0.4,0,0.6,2,1.6,0,0.5,1,0.5,74,73.3
12,"13
Luke Brown",13,10.5,3,6,16,16.6,6,4.1,0,0,0,0.6,0,0.4,3,2.9,0,0.2,0,0.1,75,68.4
13,"14
Sam Jacobs",10,8,3,6.3,13,14.3,3,3.2,40,32,1,1.1,0,0.7,5,2.3,0,0.4,0,0.2,106,88.8
14,"15
Daniel Talia",6,8.7,6,6.9,12,15.6,7,6,0,0,0,0.8,0,0.5,1,1.9,0,0,0,0,55,64.6
15,"15
Jake Lever",7,10.3,5,5.4,12,15.8,4,5.2,0,0,0,0.7,0,1,1,1,1,0.1,0,0.1,53,59.5
16,"15
Eddie Betts",9,9.6,3,3.7,12,13.3,6,3.3,0,0,0,1.2,2,0.7,2,3.5,6,3.1,0,1.3,89,79.5
17,"18
Charlie Cameron",7,8.7,4,4.7,11,13.4,1,2.8,0,0,0,0.7,1,1,1,4.4,1,1,1,0.9,40,66
18,"19
Kyle Hartigan",5,7.5,5,5.6,10,13,5,5,0,0,0,0.4,2,1.3,0,1.7,0,0,0,0,34,52.3
19,"19
Kyle Cheney",6,8,4,5.5,10,13.5,6,5.2,0,0,0,0.6,0,0.6,0,1.5,0,0,0,0,44,55.6
20,"21
Mitch McGovern",6,6.2,3,3.8,9,10,3,4.2,0,0,1,0.6,1,0.5,5,2.6,0,1.4,1,0.9,52,57.4
21,"22
Josh Jenkins",5,8.1,0,4,5,12.1,4,5.1,8,5.6,0,1,0,0.5,3,1.9,2,2.6,2,1.2,61,77.1
22,All Players,219,10.1,166,8.0,385,18.1,101,4.3,49,1.8,10,0.8,15,0.8,65,3.2,21,0.8,12,0.5,1704,77.4
