0,"1
Matt Crouch",16,11.4,18,16.3,34,27.7,5,3.4,0,0,1,1,4,1,5,4.5,0,0.2,0,0.1,108,94.5
1,"2
Rory Laird",16,13.2,12,14.2,28,27.4,6,6.7,0,0,0,1.1,0,0.5,1,2.1,0,0.1,0,0.1,94,96.6
2,"3
Rory Sloane",12,11.8,11,13.4,23,25.2,2,3.8,6,1.5,1,1.3,0,1.2,9,7,0,0.6,2,0.4,109,104.9
3,"4
Rory Atkins",16,10.9,6,9.6,22,20.5,5,4.3,0,0.3,0,0.4,0,0.6,1,1.6,0,0.5,0,0.5,79,73.3
4,"5
Scott Thompson",14,11.6,6,12.3,20,24,4,3.3,0,0.1,3,1.4,0,1.4,9,7.2,1,0.2,0,0.1,111,96.6
5,"6
David Mackay",13,10.4,6,9.4,19,19.8,1,2.6,0,0,1,0.5,0,0.5,4,4.3,0,0.1,0,0.6,71,75.3
6,"6
Jarryd Lyons",4,12.1,15,9.6,19,21.7,0,3.3,0,0.1,0,0.7,0,0.6,2,4.7,0,0.8,0,0.7,50,88.4
7,"8
Brad Crouch",8,9.7,10,13.3,18,23,3,1.6,0,0,1,0.9,2,1.3,6,6.4,0,0.3,0,0.1,72,84.8
8,"9
Charlie Cameron",12,8.7,5,4.7,17,13.4,1,2.8,0,0,2,0.7,0,1,5,4.4,2,1,0,0.9,83,66
9,"9
Richard Douglas",8,10.2,9,7.5,17,17.7,4,3.2,0,0,0,1,0,0.8,4,3.9,0,0.8,3,0.7,73,74.8
10,"11
Brodie Smith",7,13.3,9,7.4,16,20.7,4,4.3,0,0,0,0.6,0,0.7,0,2.3,0,0.3,0,0.5,51,77.4
11,"11
Taylor Walker",11,10.2,5,4.2,16,14.4,8,6.7,0,0,2,0.9,0,1.1,0,1.5,2,2,2,1.6,83,76.6
12,"11
Tom Lynch",9,12,7,7.4,16,19.5,5,6.5,0,0,0,1.1,1,0.5,0,2,2,1.8,0,0.9,65,89.8
13,"14
Kyle Hartigan",8,7.5,5,5.6,13,13,6,5,0,0,0,0.4,1,1.3,0,1.7,0,0,0,0,49,52.3
14,"15
Mitch McGovern",9,6.2,3,3.8,12,10,5,4.2,0,0,1,0.6,0,0.5,1,2.6,2,1.4,1,0.9,66,57.4
15,"16
Luke Brown",6,10.5,5,6,11,16.6,2,4.1,0,0,1,0.6,0,0.4,5,2.9,0,0.2,0,0.1,55,68.4
16,"16
Sam Jacobs",7,8,4,6.3,11,14.3,3,3.2,33,32,1,1.1,1,0.7,3,2.3,0,0.4,0,0.2,81,88.8
17,"16
Kyle Cheney",7,8,4,5.5,11,13.5,4,5.2,0,0,1,0.6,0,0.6,2,1.5,0,0,0,0,50,55.6
18,"19
Daniel Talia",5,8.7,4,6.9,9,15.6,3,6,0,0,1,0.8,1,0.5,4,1.9,0,0,0,0,46,64.6
19,"20
Eddie Betts",8,9.6,0,3.7,8,13.3,2,3.3,0,0,1,1.2,1,0.7,4,3.5,3,3.1,1,1.3,63,79.5
20,"21
Josh Jenkins",2,8.1,5,4,7,12.1,1,5.1,3,5.6,1,1,1,0.5,2,1.9,0,2.6,1,1.2,29,77.1
21,"22
Jake Lever",5,10.3,1,5.4,6,15.8,3,5.2,0,0,1,0.7,0,1,2,1,0,0.1,0,0.1,35,59.5
22,All Players,203,10.1,150,8.0,353,18.1,77,4.3,42,1.8,19,0.8,12,0.8,69,3.2,12,0.8,10,0.5,1523,77.4
