0,"1
Andrew McLeod",409,17.8,160,7,569,24.7,71,3.1,10,0.4,15,0.7,19,0.8,64,2.8,29,1.3,27,1.2,2185,95
1,"2
Simon Goodwin",370,16.1,150,6.5,520,22.6,73,3.2,3,0.1,19,0.8,10,0.4,90,3.9,16,0.7,11,0.5,2088,90.8
2,"3
Tyson Edwards",322,14,159,6.9,481,20.9,102,4.4,0,0,15,0.7,17,0.7,63,2.7,12,0.5,16,0.7,1894,82.3
3,"4
Mark Ricciuto",266,11.6,186,8.1,452,19.7,93,4,6,0.3,13,0.6,18,0.8,48,2.1,27,1.2,20,0.9,1788,77.7
4,"5
Mark Bickley",286,12.4,149,6.5,435,18.9,75,3.3,0,0,26,1.1,21,0.9,66,2.9,2,0.1,5,0.2,1625,70.7
5,"6
Nigel Smart",222,9.7,133,5.8,355,15.4,78,3.4,18,0.8,15,0.7,16,0.7,43,1.9,7,0.3,11,0.5,1376,59.8
6,"7
Ben Hart",256,11.6,72,3.3,328,14.9,78,3.5,4,0.2,13,0.6,16,0.7,47,2.1,4,0.2,4,0.2,1331,60.5
7,"8
Mark Stevens",183,8.3,143,6.5,326,14.8,118,5.4,5,0.2,13,0.6,20,0.9,37,1.7,21,1,8,0.4,1429,65
8,"9
Kane Johnson",188,10.4,112,6.2,300,16.7,75,4.2,2,0.1,17,0.9,9,0.5,30,1.7,15,0.8,6,0.3,1221,67.8
9,"10
Darren Jarman",217,10.8,64,3.2,281,14,85,4.2,0,0,11,0.5,18,0.9,17,0.8,40,2,17,0.8,1316,65.8
10,"11
Tyson Stenglein",148,7,97,4.6,245,11.7,68,3.2,4,0.2,13,0.6,7,0.3,33,1.6,4,0.2,6,0.3,1000,47.6
11,"12
Scott Welsh",140,7.8,48,2.7,188,10.4,49,2.7,7,0.4,9,0.5,9,0.5,30,1.7,22,1.2,12,0.7,916,50.9
12,"13
Brett Burton",136,9.7,46,3.3,182,13,69,4.9,3,0.2,9,0.6,9,0.6,10,0.7,14,1,8,0.6,824,58.9
