0,"1
Matt Crouch",15,13.8,16,19.2,31,33,3,3,0,0,1,0.7,0,0.8,7,4.8,0,0.3,0,0.3,115,108.4
1,"2
Brad Crouch",16,11.9,11,16.2,27,28.1,4,2.8,0,0,3,1.3,0,0.7,8,6.9,1,0.4,1,0.5,124,105.8
2,"3
Tom Lynch",15,12.9,10,7.6,25,20.5,10,7.1,0,0,0,0.8,0,0.7,4,2.2,1,1.3,0,1,117,91.7
3,"4
Luke Brown",12,9.2,8,5.5,20,14.7,0,3.8,0,0,1,0.7,1,0.5,3,1.9,0,0.1,0,0,62,57.6
4,"4
Richard Douglas",15,12.7,5,9,20,21.6,2,2.8,0,0,2,1.1,1,1,5,3.8,2,0.6,0,0.4,92,81.8
5,"6
David Mackay",13,10.3,6,6.5,19,16.9,5,3,0,0,0,0.6,1,0.8,4,3.5,0,0.4,0,0.4,79,67.8
6,"6
Hugh Greenwood",13,7.6,6,8.3,19,15.9,3,2.5,0,0,0,0.6,1,1,7,6.6,0,0.6,0,0.3,85,74.6
7,"8
Riley Knight",10,6.5,7,8.2,17,14.7,4,4,0,0,2,0.9,0,0.4,10,4,0,0.7,0,0.4,98,67.9
8,"9
Rory Atkins",11,12.3,5,9.2,16,21.4,5,4.7,0,0,0,0.5,0,0.9,2,2.4,0,0.4,1,0.3,67,79.9
9,"9
Jake Kelly",11,7.6,5,7.3,16,14.8,10,4.3,0,0,0,0.5,1,0.8,3,2.8,0,0,0,0,82,59.4
10,"11
Jake Lever",9,10.4,6,5.6,15,16,4,6.3,0,0.1,3,1.5,2,1,1,1.8,0,0.1,0,0.1,52,67.2
11,"11
Rory Laird",11,14.7,4,14.8,15,29.4,2,5.7,0,0,0,1.2,0,0.6,4,2.2,0,0.1,0,0,63,99.6
12,"11
Charlie Cameron",10,9.5,5,4.5,15,13.9,2,2.8,0,0,1,1,1,0.9,4,4.3,0,1.2,1,1,61,69.4
13,"14
Eddie Betts",8,8.8,5,4.5,13,13.3,1,3.3,0,0,2,0.8,0,1.2,6,3.3,3,2.3,2,1.4,83,70.8
14,"15
Paul Seedsman",5,10.2,7,7.2,12,17.4,2,4.4,0,0,0,0.4,2,0.8,4,3.6,1,1,1,0.8,52,77.4
15,"16
Daniel Talia",7,6.1,4,6.4,11,12.5,4,4.2,0,0,1,0.6,0,0.5,2,1.9,0,0,0,0,50,50.2
16,"16
Mitch McGovern",6,8.1,5,3.2,11,11.3,2,5.1,0,0,3,1,2,0.6,3,2.6,1,1.5,0,1.3,49,66.1
17,"18
Taylor Walker",7,10.3,3,4.6,10,14.8,7,6.3,0,0,0,0.9,2,1.5,2,1.9,1,2.3,3,1.5,59,78.7
18,"18
Kyle Hartigan",8,7.1,2,4.7,10,11.8,4,4.3,0,0,3,0.9,2,1.2,3,1.7,0,0,0,0,49,47.8
19,"20
Sam Jacobs",8,7.9,1,6.5,9,14.4,2,3.7,30,39.8,2,1,2,1.2,3,2.7,0,0.4,1,0.3,71,98.4
20,"21
Josh Jenkins",6,9,1,4.2,7,13.2,1,5.2,8,5.2,0,1.1,1,1,2,2.5,1,2.1,1,1,43,78.2
21,"22
Brodie Smith",1,12.6,1,7.8,2,20.4,0,4.7,0,0,0,0.3,0,0.7,0,2,1,0.5,0,0.4,11,76.9
22,All Players,217,10.0,123,7.8,340,17.7,77,4.3,38,2.1,24,0.8,19,0.9,87,3.2,12,0.7,11,0.5,1564,76.2
