0,"1
Scott Thompson",15,11.8,21,14.9,36,26.7,1,3.3,0,0,1,1.5,1,2,8,6,1,0.4,0,0.2,126,97.4
1,"2
Patrick Dangerfield",14,14,13,12.8,27,26.8,1,3.7,4,1.4,2,1.6,1,1,4,5.5,0,0.9,0,0.6,90,106.5
2,"3
Richard Douglas",19,12.8,7,8.4,26,21.2,2,2.9,1,0.1,1,0.8,3,1.2,5,4,1,0.4,1,0.3,97,80.1
3,"4
Matt Crouch",12,8.5,12,12.5,24,21,1,2.6,0,0,1,0.5,0,0.9,3,3.4,1,0.1,0,0.4,82,70.6
4,"5
Rory Laird",12,12.6,7,11.9,19,24.4,4,5.8,0,0,3,0.9,0,0.7,3,2.5,0,0.1,0,0.2,77,88.5
5,"6
Matthew Wright",12,8.9,6,5.4,18,14.3,2,2.7,0,0,0,0.7,0,0.7,1,2.4,1,0.3,0,0.3,64,55.9
6,"6
Taylor Walker",12,11,6,3.2,18,14.2,6,7.4,0,0,2,0.8,2,1.3,2,1.3,3,2.6,2,2,90,81.4
7,"6
Ricky Henderson",11,11.9,7,7.7,18,19.6,7,5.3,0,0,1,0.5,0,0.1,0,1.4,1,0.2,0,0.1,75,73.6
8,"9
Sam Jacobs",8,8.9,9,6.6,17,15.5,3,4.2,51,37.3,2,1,0,0.8,4,2,0,0.2,0,0.3,120,97.7
9,"9
Tom Lynch",12,12.7,5,6.2,17,18.9,8,6.9,0,0.1,1,0.7,0,0.4,1,1.9,2,1.4,1,0.7,88,87.2
10,"11
Eddie Betts",9,9.3,5,4.3,14,13.6,3,3.7,0,0,0,0.7,3,0.8,2,2.8,1,2.7,3,1.1,54,74.4
11,"12
Brodie Martin",11,10,2,3.7,13,13.7,4,4.7,1,0.3,2,0.7,0,1,7,4,1,0.7,0,0.7,86,70
12,"13
David Mackay",6,7.7,5,6.1,11,13.8,0,2.2,0,0,0,0.7,0,0.5,5,3.6,0,0.2,0,0.2,48,56.4
13,"13
Brodie Smith",8,12.6,3,5.5,11,18.1,4,3.9,0,0,0,0.8,0,0.4,1,1.9,0,0.3,0,0.3,46,69.7
14,"13
Luke Brown",10,8,1,4.4,11,12.5,4,3.3,0,0,0,0.6,1,0.3,1,1.8,0,0,0,0,45,49.7
15,"16
Charlie Cameron",8,6.9,2,3.4,10,10.2,6,2.8,0,0,0,0.6,0,0.8,2,2.8,2,1.3,0,1.1,66,54.2
16,"16
Josh Jenkins",6,8.2,4,3.2,10,11.5,5,5.1,0,3.8,0,0.6,3,1,3,1.3,3,2.2,0,1,62,67.3
17,"16
Riley Knight",3,5.6,7,6.7,10,12.4,4,3.3,0,0,1,0.5,2,0.7,3,2.4,1,0.7,0,0.5,48,52.8
18,"19
Kyle Hartigan",2,5.1,7,4.8,9,9.9,4,3.7,0,0.1,1,0.6,1,0.8,2,1.1,0,0,0,0,38,38.4
19,"19
Jake Lever",4,9,5,4.7,9,13.7,1,5,0,0.1,0,0.6,1,0.8,2,1.2,0,0,0,0,30,54.2
20,"21
Rory Atkins",4,7.8,2,5.1,6,12.9,1,3.3,0,0,0,0.1,1,0.6,1,1.1,0,0.5,0,0,20,49
21,"22
Daniel Talia",1,6.9,0,3.7,1,10.6,0,3.7,0,0,0,0.5,0,0.5,0,1.7,0,0,0,0,3,45.1
22,All Players,199,9.6,136,6.6,335,16.2,71,4.1,57,2.0,18,0.7,19,0.8,60,2.5,18,0.7,7,0.5,1455,69.1
