0,"1
Matt Crouch",345,13.8,480,19.2,825,33,76,3,0,0,18,0.7,19,0.8,119,4.8,7,0.3,7,0.3,2709,108.4
1,"2
Rory Laird",367,14.7,369,14.8,736,29.4,143,5.7,0,0,29,1.2,15,0.6,55,2.2,3,0.1,1,0,2491,99.6
2,"3
Rory Sloane",314,13.1,267,11.1,581,24.2,75,3.1,0,0,62,2.6,37,1.5,186,7.8,20,0.8,7,0.3,2523,105.1
3,"4
Brad Crouch",237,11.9,324,16.2,561,28.1,56,2.8,0,0,25,1.3,14,0.7,137,6.9,8,0.4,10,0.5,2116,105.8
4,"5
Richard Douglas",317,12.7,224,9,541,21.6,71,2.8,0,0,27,1.1,26,1,96,3.8,15,0.6,9,0.4,2044,81.8
5,"6
Rory Atkins",307,12.3,229,9.2,536,21.4,118,4.7,0,0,13,0.5,22,0.9,61,2.4,11,0.4,8,0.3,1998,79.9
6,"7
Tom Lynch",297,12.9,175,7.6,472,20.5,163,7.1,0,0,18,0.8,16,0.7,50,2.2,31,1.3,23,1,2109,91.7
7,"8
Brodie Smith",289,12.6,180,7.8,469,20.4,107,4.7,0,0,6,0.3,17,0.7,46,2,12,0.5,9,0.4,1768,76.9
8,"9
David Mackay",227,10.3,144,6.5,371,16.9,66,3,0,0,13,0.6,18,0.8,76,3.5,9,0.4,8,0.4,1492,67.8
9,"10
Sam Jacobs",198,7.9,162,6.5,360,14.4,93,3.7,996,39.8,26,1,31,1.2,68,2.7,9,0.4,7,0.3,2459,98.4
10,"11
Jake Kelly",182,7.6,174,7.3,356,14.8,104,4.3,0,0,12,0.5,19,0.8,66,2.8,0,0,0,0,1425,59.4
11,"12
Luke Brown",221,9.2,132,5.5,353,14.7,91,3.8,0,0,17,0.7,12,0.5,46,1.9,3,0.1,0,0,1383,57.6
12,"13
Taylor Walker",236,10.3,105,4.6,341,14.8,146,6.3,0,0,21,0.9,34,1.5,44,1.9,54,2.3,35,1.5,1810,78.7
13,"14
Charlie Cameron",227,9.5,107,4.5,334,13.9,67,2.8,0,0,25,1,22,0.9,103,4.3,29,1.2,25,1,1666,69.4
14,"15
Jake Lever",208,10.4,112,5.6,320,16,125,6.3,1,0.1,30,1.5,19,1,35,1.8,1,0.1,1,0.1,1344,67.2
15,"16
Eddie Betts",210,8.8,108,4.5,318,13.3,78,3.3,0,0,19,0.8,28,1.2,80,3.3,55,2.3,34,1.4,1699,70.8
16,"17
Daniel Talia",146,6.1,154,6.4,300,12.5,101,4.2,0,0,14,0.6,13,0.5,45,1.9,0,0,0,0,1204,50.2
17,"18
Riley Knight",123,6.5,156,8.2,279,14.7,76,4,0,0,17,0.9,8,0.4,76,4,13,0.7,7,0.4,1291,67.9
18,"19
Josh Jenkins",189,9,88,4.2,277,13.2,110,5.2,109,5.2,24,1.1,21,1,52,2.5,45,2.1,22,1,1643,78.2
