0,"1
Patrick Dangerfield",11,12.5,17,12.4,28,24.9,3,3.4,1,1.3,3,1.5,2,0.9,7,3.5,0,0.8,1,1,103,92.5
1,"2
Tom Lynch",15,8.5,10,5.1,25,13.6,7,4.4,0,0,2,1.1,0,0.4,0,1.6,2,0.9,1,0.9,101,61.5
2,"3
Scott Thompson",11,13.5,13,13.8,24,27.3,1,3.6,0,0.1,1,1,1,1.2,2,4.5,0,0.2,0,0.4,68,96.1
3,"4
Matt Crouch",11,7.9,11,8.6,22,16.5,4,3.3,0,0,0,0.8,2,0.4,3,3.3,0,0.4,0,0.3,73,65.8
4,"5
Brent Reilly",15,13,6,6.3,21,19.3,7,6.5,0,0,1,0.3,2,1.3,4,1.9,0,0,0,0,89,75.1
5,"6
David Mackay",6,8.8,14,9.2,20,18,2,3.1,0,0,0,1.2,2,0.7,2,4.1,1,0.6,1,0.4,61,73.2
6,"6
Brodie Smith",13,13,7,9.5,20,22.5,4,4.9,0,0,0,0.4,1,0.3,2,1.6,0,0.5,1,0.4,71,82.2
7,"8
Rory Laird",9,7.9,10,8.1,19,15.9,5,4.1,0,0,0,0.5,0,0.5,3,2.3,0,0.1,0,0.1,74,61.1
8,"9
Rory Sloane",8,12.2,10,11.5,18,23.7,5,4.8,1,0.9,0,1.2,0,0.7,7,6.7,1,0.6,0,0.4,94,104.6
9,"10
Matthew Wright",12,11.2,5,7.5,17,18.7,4,4.5,0,0,0,1.5,0,0.3,7,3.4,1,0.7,1,0.4,93,80.8
10,"11
Matthew Jaensch",12,13.5,4,7.5,16,21,6,5.7,0,0,1,0.9,2,0.5,4,2.5,0,0.3,0,0.2,73,84.2
11,"11
Daniel Talia",13,7.6,3,4.2,16,11.8,6,4.8,0,0,0,0.5,0,0.5,2,1.1,0,0,0,0,71,48.8
12,"13
Luke Brown",7,6.3,8,6.7,15,13,4,2.5,0,0,2,0.6,0,0.2,2,2.5,0,0,0,0,59,49.8
13,"14
Josh Jenkins",10,8.5,3,3.2,13,11.7,7,4.3,1,2.8,2,0.6,0,0.4,0,1.4,3,2,3,1.3,81,65.7
14,"15
James Podsiadly",10,9,2,4.8,12,13.8,6,5.7,0,0.1,1,0.7,3,1.2,5,1.8,3,1.2,1,0.7,83,66
15,"16
Kyle Hartigan",3,8,8,7.1,11,15.1,2,5.9,0,0,1,0.3,2,1,3,1.3,0,0,0,0,38,58.3
16,"16
Eddie Betts",4,7.6,7,5.6,11,13.2,2,2.4,0,0,0,0.9,0,0.7,2,3.4,2,2.3,0,1,52,68.2
17,"16
Sam Jacobs",6,8.8,5,7.5,11,16.3,1,4.1,24,34.7,0,0.5,0,0.7,4,2.1,0,0.3,0,0.1,71,97.1
18,"19
Sam Shaw",6,6.5,4,4.3,10,10.8,5,3,0,0,0,0.5,0,0.5,0,2.3,0,0,0,0,41,45.5
19,"20
Jared Petrenko",8,7.8,1,5,9,12.8,2,2.2,0,0,1,0.8,1,0.6,3,5,0,1,1,1.2,43,66.2
20,"21
Sam Kerridge",2,5.1,6,6,8,11.1,2,2.4,0,0,0,0.2,1,1,5,3.7,0,0.7,0,0.1,41,50.9
21,"22
Mitch Grigg",2,7.4,1,4.2,3,11.7,0,2.8,0,0,0,1,0,0.6,2,1.7,0,0.7,1,0.7,17,49.8
22,All Players,194,9.3,155,7.2,349,16.5,85,4.0,27,1.8,15,0.8,19,0.7,69,2.8,13,0.6,11,0.4,1497,70.2
