0,"1
Andrew McLeod",322,14,190,8.3,512,22.3,76,3.3,3,0.1,15,0.7,18,0.8,74,3.2,25,1.1,22,1,2006,87.2
1,"2
Tyson Edwards",335,13.4,153,6.1,488,19.5,110,4.4,0,0,15,0.6,21,0.8,57,2.3,16,0.6,7,0.3,1924,77
2,"3
Simon Goodwin",272,12.4,205,9.3,477,21.7,61,2.8,5,0.2,15,0.7,13,0.6,63,2.9,17,0.8,16,0.7,1760,80
3,"4
Mark Ricciuto",261,11.9,190,8.6,451,20.5,86,3.9,4,0.2,8,0.4,20,0.9,67,3,35,1.6,15,0.7,1866,84.8
4,"5
Matthew Bode",244,9.8,205,8.2,449,18,71,2.8,0,0,23,0.9,28,1.1,76,3,23,0.9,13,0.5,1749,70
5,"6
Kane Johnson",250,13.2,193,10.2,443,23.3,77,4.1,0,0,21,1.1,10,0.5,30,1.6,10,0.5,9,0.5,1547,81.4
6,"7
Mark Bickley",242,12.1,185,9.2,427,21.3,84,4.2,0,0,9,0.4,17,0.8,54,2.7,5,0.2,5,0.2,1557,77.8
7,"8
Ben Hart",301,12,97,3.9,398,15.9,110,4.4,6,0.2,13,0.5,14,0.6,43,1.7,2,0.1,2,0.1,1590,63.6
8,"9
Michael Doughty",220,8.8,161,6.4,381,15.2,95,3.8,0,0,15,0.6,13,0.5,39,1.6,13,0.5,5,0.2,1482,59.3
9,"10
Tyson Stenglein",197,8.6,181,7.9,378,16.4,89,3.9,15,0.7,22,1,21,0.9,69,3,6,0.3,8,0.3,1514,65.8
10,"11
Mark Stevens",204,8.9,125,5.4,329,14.3,106,4.6,3,0.1,27,1.2,25,1.1,42,1.8,38,1.7,29,1.3,1560,67.8
11,"12
Brett Burton",226,9,61,2.4,287,11.5,121,4.8,17,0.7,15,0.6,24,1,41,1.6,51,2,35,1.4,1628,65.1
12,"13
Christopher Ladhams",189,11.8,77,4.8,266,16.6,41,2.6,2,0.1,14,0.9,6,0.4,44,2.7,9,0.6,7,0.4,1079,67.4
13,"14
Nigel Smart",150,6.5,109,4.7,259,11.3,63,2.7,6,0.3,14,0.6,15,0.7,44,1.9,3,0.1,3,0.1,1029,44.7
14,"15
Graham Johncock",181,7.2,63,2.5,244,9.8,87,3.5,0,0,12,0.5,15,0.6,54,2.2,14,0.6,8,0.3,1205,48.2
15,"16
Nathan Bassett",136,6.8,73,3.6,209,10.4,52,2.6,15,0.7,21,1,9,0.4,30,1.5,9,0.4,3,0.1,896,44.8
16,"17
Kenneth McGregor",123,7.2,76,4.5,199,11.7,66,3.9,18,1.1,9,0.5,12,0.7,31,1.8,5,0.3,4,0.2,868,51.1
17,"18
Rhett Biglands",107,4.9,57,2.6,164,7.5,53,2.4,354,16.1,19,0.9,22,1,34,1.5,10,0.5,7,0.3,1104,50.2
18,"19
Kris Massie",82,5.1,76,4.7,158,9.9,37,2.3,0,0,12,0.7,5,0.3,23,1.4,4,0.2,3,0.2,625,39.1
19,"20
Matthew Clarke",59,2.5,95,4,154,6.4,31,1.3,445,18.5,20,0.8,42,1.7,26,1.1,5,0.2,6,0.2,939,39.1
20,"21
Scott Welsh",101,7.8,51,3.9,152,11.7,38,2.9,1,0.1,7,0.5,10,0.8,23,1.8,29,2.2,8,0.6,771,59.3
21,"22
Andrew Crowell",59,4.2,81,5.8,140,10,47,3.4,2,0.1,6,0.4,2,0.1,26,1.9,5,0.4,2,0.1,618,44.1
22,"23
Ian Perrie",70,6.4,46,4.2,116,10.5,37,3.4,3,0.3,11,1,4,0.4,12,1.1,6,0.5,2,0.2,501,45.5
23,"24
Benjamin Nelson",25,2.1,42,3.5,67,5.6,10,0.8,0,0,1,0.1,3,0.2,21,1.7,1,0.1,0,0,271,22.6
24,"25
Bryan Beinke",46,4.2,16,1.5,62,5.6,22,2,0,0,2,0.2,4,0.4,6,0.5,10,0.9,3,0.3,313,28.5
25,"25
James Gallagher",36,7.2,26,5.2,62,12.4,11,2.2,0,0,2,0.4,2,0.4,7,1.4,3,0.6,2,0.4,237,47.4
26,"27
Ryan Fitzgerald",35,4.4,22,2.7,57,7.1,26,3.2,7,0.9,4,0.5,6,0.7,6,0.7,8,1,9,1.1,301,37.6
27,"28
Matthew Shir",35,5.8,19,3.2,54,9,16,2.7,0,0,3,0.5,0,0,8,1.3,1,0.2,0,0,232,38.7
28,"28
Martin Mattner",32,4.6,22,3.1,54,7.7,10,1.4,0,0,1,0.1,6,0.9,22,3.1,0,0,1,0.1,242,34.6
29,"30
Daniel Schell",34,3.4,10,1,44,4.4,26,2.6,2,0.2,2,0.2,4,0.4,7,0.7,9,0.9,8,0.8,282,28.2
30,"31
Ben Marsh",20,3.3,14,2.3,34,5.7,9,1.5,50,8.3,4,0.7,8,1.3,7,1.2,1,0.2,0,0,179,29.8
31,"32
Robert Shirley",8,2,12,3,20,5,6,1.5,0,0,2,0.5,2,0.5,7,1.7,0,0,0,0,90,22.5
32,"33
Evan Hewitt",15,7.5,4,2,19,9.5,7,3.5,2,1,2,1,2,1,1,0.5,0,0,3,1.5,79,39.5
33,"34
Brent Reilly",0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,6
34,"35
Trent Hentschel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"35
Ben Finnin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"35
Ben Rutten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"35
Jacob Schuback",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"35
Matthew Smith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"35
Hayden Skipworth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"35
Michael Handby",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"35
Laurence Angwin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"35
Paul Thomas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"35
Nathan Bock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,All Players,4617,5.7,2938,3.6,7555,9.3,1781,2.3,960,1.1,366,0.5,403,0.5,1095,1.4,373,0.5,245,0.3,32050,39.7
